,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2011 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63797.jpg,"45,200",2011 Audi A6,Continuously variable,265,21.1,21,30,5,Premium Unleaded,57.4,193.5,73.0,111.9
2010 Audi A6 - quattro quattro Avant,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53048.jpg,"53,310",2010 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,58.2,194.2,73.0,111.9
2010 Audi A6 - 3.0 Premium quattro Sedan,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53049.jpg,"50,200",2010 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,57.4,193.5,73.0,111.9
2010 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53051.jpg,"45,200",2010 Audi A6,Continuously variable,265,21.1,18,28,5,Premium Unleaded,57.4,193.5,73.0,111.9
2010 Audi A6 - 4.2 Prestige quattro Sedan,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53111.jpg,"59,150",2010 Audi A6,6,350,21.1,16,23,5,Premium Unleaded,57.4,193.5,73.0,111.9
2009 Audi A6 - 3.0 Premium quattro Sedan,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51390.jpg,"50,100",2009 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,57.4,193.5,73.0,111.9
2009 Audi A6 - quattro quattro Station Wagon,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51391.jpg,"53,310",2009 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,58.2,194.2,73.0,111.9
2009 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51392.jpg,"45,100",2009 Audi A6,Continuously variable,255,21.1,18,27,5,Premium Unleaded,57.4,193.5,73.0,111.9
2009 Audi A6 - 4.2 Prestige quattro Sedan,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51393.jpg,"60,950",2009 Audi A6,6,350,21.1,16,23,5,Premium Unleaded,57.4,193.5,73.0,111.9
2008 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45533.jpg,"42,950",2008 Audi A6,Continuously variable,255,21.1,18,27,5,Premium Unleaded,57.4,193.5,79.2,111.9
2008 Audi A6 - quattro quattro Station Wagon,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45534.jpg,"49,000",2008 Audi A6,6,255,21.1,17,25,5,Premium Unleaded,58.2,194.2,79.2,111.9
2008 Audi A6 - 3.2 quattro Sedan,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45535.jpg,"46,100",2008 Audi A6,6,255,21.1,17,25,5,Premium Unleaded,57.4,193.5,79.2,111.9
2008 Audi A6 - 4.2 quattro Sedan,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45536.jpg,"56,300",2008 Audi A6,6,350,21.1,16,23,5,Premium Unleaded,57.4,193.5,79.2,111.9
2007 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42970.jpg,"41,950",2007 Audi A6,Continuously variable,255,21.1,21,29,5,Premium Unleaded,57.4,193.5,79.2,111.9
2007 Audi A6 - quattro quattro Station Wagon,img.autobytel.com/2007/audi/a6/2-550-threequartersview-42971.jpg,"48,000",2007 Audi A6,6,255,21.1,19,27,5,Premium Unleaded,58.2,194.2,79.2,111.9
2007 Audi A6 - 3.2 quattro Sedan,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42974.jpg,"45,100",2007 Audi A6,6,255,21.1,19,27,5,Premium Unleaded,57.4,193.5,79.2,111.9
2007 Audi A6 - 4.2 quattro Sedan,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42975.jpg,"55,300",2007 Audi A6,6,350,21.1,18,25,5,Premium Unleaded,57.4,193.5,79.2,111.9
2006 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40314.jpg,"46,870",2006 Audi A6,6,255,21.1,18,26,5,Premium Unleaded,58.2,194.2,79.2,111.9
2006 Audi A6 - 3.2 quattro Sedan,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40318.jpg,"43,970",2006 Audi A6,6,255,21.1,19,27,5,Premium Unleaded,57.5,193.5,79.2,111.9
2006 Audi A6 - 4.2 quattro Sedan,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40391.jpg,"53,770",2006 Audi A6,6,335,21.1,17,23,5,Premium Unleaded,57.4,193.5,79.2,111.9
2006 Audi A6 - FrontTrak FrontTrak,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-41430.jpg,"40,820",2006 Audi A6,Continuously variable,255,21.1,21,29,5,Premium Unleaded,57.5,193.5,79.2,111.9
2005 Audi A6 - 3.2,img.autobytel.com/2005/audi/a6/2-550-oemexteriorfront-38771.jpg,"41,900",2005 Audi A6,6,255,21.1,19,26,5,Premium Unleaded,57.5,193.5,79.2,111.9
2005 Audi A6 - 4.2,img.autobytel.com/2005/audi/a6/2-550-oemexteriorfront-38772.jpg,"51,500",2005 Audi A6,6,335,21.1,17,23,5,Premium Unleaded,57.4,193.5,79.2,111.9
2004 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32326.jpg,"37,200",2004 Audi A6,Continuously variable,220,18.5,20,27,5,Premium Unleaded,57.2,192.0,76.1,108.7
2004 Audi A6 - 3.0 (A5) quattro Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32327.jpg,"39,450",2004 Audi A6,5,220,18.5,18,26,5,Premium Unleaded,57.1,192.0,76.1,108.6
2004 Audi A6 - 2.7T (M6) quattro Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32328.jpg,"42,650",2004 Audi A6,6,250,18.5,17,24,5,Premium Unleaded,56.4,192.0,76.1,108.7
2004 Audi A6 - 2.7T (A5) quattro Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32329.jpg,"42,650",2004 Audi A6,,,18.5,,,,premium unleaded,,,,"2,761mm (108.7"
2004 Audi A6 - 4.2 (A5) quattro Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32330.jpg,"49,500",2004 Audi A6,5,300,21.7,17,25,5,Premium Unleaded,57.0,193.4,76.1,108.6
2004 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32331.jpg,"40,650",2004 Audi A6,5,220,18.5,18,26,5,Premium Unleaded,58.2,192.0,76.1,108.6
2004 Audi A6 - 2.7T S-Line (A5) quattro Sedan,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-37055.jpg,"43,150",2004 Audi A6,5,265,18.5,18,25,5,Premium Unleaded,56.4,192.0,76.1,108.7
2003 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26723.jpg,"35,850",2003 Audi A6,Continuously variable,220,18.5,20,27,5,Premium Unleaded,57.2,192.0,76.1,108.7
2003 Audi A6 - 3.0 (A5) quattro Sedan,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26724.jpg,"37,600",2003 Audi A6,5,220,18.5,18,26,5,Premium Unleaded,57.1,192.0,76.1,108.6
2003 Audi A6 - 2.7T (M6) quattro Sedan,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26725.jpg,"41,000",2003 Audi A6,6,250,18.5,17,24,5,Premium Unleaded,56.4,192.0,76.1,108.7
2003 Audi A6 - 2.7T (A5) quattro Sedan,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26726.jpg,"41,000",2003 Audi A6,5,250,18.5,17,24,5,Premium Unleaded,56.4,192.0,76.1,108.7
2003 Audi A6 - 4.2 (A5) quattro Sedan,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26727.jpg,"47,950",2003 Audi A6,5,300,21.7,17,25,5,Premium Unleaded,57.0,193.4,76.1,108.6
2003 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26728.jpg,"38,800",2003 Audi A6,5,220,18.5,18,26,5,Premium Unleaded,58.2,192.0,76.1,108.6
2002 Audi A6 - FWD Front Trak Sedan,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24150.jpg,"35,400",2002 Audi A6,Continuously variable,220,18.5,19,25,5,Premium Unleaded,57.2,192.0,76.1,108.7
2002 Audi A6 - 3.0L (A5) quattro Sedan,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24151.jpg,"37,150",2002 Audi A6,5,220,18.5,17,25,5,Premium Unleaded,57.1,192.0,76.1,108.6
2002 Audi A6 - 2.7T (M6) quattro Sedan,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24152.jpg,"39,750",2002 Audi A6,6,250,18.5,17,24,5,Premium Unleaded,57.2,192.0,76.1,108.7
2002 Audi A6 - 2.7T (A5) quattro Sedan,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24153.jpg,"39,750",2002 Audi A6,,,18.5,,,,premium unleaded,,,,"2,761mm (108.7"
2002 Audi A6 - 4.2L (A5) quattro Sedan,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24154.jpg,"49,650",2002 Audi A6,5,300,21.7,17,25,5,Premium Unleaded,57.0,193.4,76.1,108.6
2002 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2002/audi/a6/2-550-oemexteriorview-24155.jpg,"38,350",2002 Audi A6,5,220,18.5,17,25,5,Premium Unleaded,58.2,192.0,76.1,108.6
2001 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56653.jpg,"37,350",2001 Audi A6,5,200,18.5,17,24,5,Premium Unleaded,58.2,192.0,76.1,108.6
2001 Audi A6 - w/PFD Celebration Package quattro Quattro Station,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56654.jpg,"37,350",2001 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2001 Audi A6 - FWD Sedan,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56655.jpg,"34,400",2001 Audi A6,5,200,18.5,17,25,5,Premium Unleaded,57.2,192.0,76.1,108.7
2001 Audi A6 - w/PFD Celebration Package FWD Sedan,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56656.jpg,"34,400",2001 Audi A6,,,18.5,,,,premium unleaded,,,,"2,761mm (108.7"
2001 Audi A6 - Base (A5) quattro Sedan,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56657.jpg,"36,150",2001 Audi A6,5,200,18.5,17,24,5,Premium Unleaded,57.1,192.0,76.1,108.6
2001 Audi A6 - Base w/PQD Celebration Package (A5) quattro Sedan,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56658.jpg,"36,150",2001 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2001 Audi A6 - 2.7T (A5) quattro Sedan,img.autobytel.com/2001/audi/a6/2-550-threequartersview-56659.jpg,"39,500",2001 Audi A6,5,250,18.5,17,24,5,Premium Unleaded,57.2,192.0,76.1,108.6
2001 Audi A6 - 2.7T (M6) quattro Sedan,img.autobytel.com/2001/audi/a6/2-550-threequartersview-56660.jpg,"39,500",2001 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2001 Audi A6 - 4.2 (A5) quattro Sedan,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56661.jpg,"49,400",2001 Audi A6,5,300,21.7,17,25,5,Premium Unleaded,57.0,193.4,76.1,108.6
2000 Audi A6 - quattro Quattro Station Wagon,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55146.jpg,"36,900",2000 Audi A6,5,200,18.5,17,24,5,Premium Unleaded,58.2,192.0,76.1,108.6
2000 Audi A6 - w/PGB quattro Quattro Station Wagon,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55147.jpg,"36,900",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2000 Audi A6 - FWD Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55148.jpg,"33,950",2000 Audi A6,5,200,18.5,17,26,5,Premium Unleaded,57.2,192.0,76.1,108.7
2000 Audi A6 - w/PGB FWD Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55149.jpg,"33,950",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,761mm (108.7"
2000 Audi A6 - Base (A5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55150.jpg,"35,700",2000 Audi A6,5,200,18.5,17,24,5,Premium Unleaded,57.1,192.0,76.1,108.6
2000 Audi A6 - Base (M5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55151.jpg,"35,700",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2000 Audi A6 - Base w/PGB (A5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55152.jpg,"35,700",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2000 Audi A6 - Base w/PGB (M5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55153.jpg,"35,700",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2000 Audi A6 - 2.7T (M6) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55154.jpg,"38,550",2000 Audi A6,6,250,18.5,17,24,5,Premium Unleaded,57.2,192.0,76.1,108.6
2000 Audi A6 - 2.7T (A5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55155.jpg,"38,550",2000 Audi A6,,,18.5,,,,premium unleaded,,,,"2,758mm (108.6"
2000 Audi A6 - 4.2 (A5) quattro Sedan,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55156.jpg,"48,900",2000 Audi A6,5,300,21.7,17,24,5,Premium Unleaded,57.0,193.4,76.1,108.6
1999 Audi A6 - AWD Wagon,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53662.jpg,"36,600",1999 Audi A6,5,200,18.5,17,27,5,Regular Unleaded,58.2,192.0,71.3,108.6
1999 Audi A6 - FWD Sedan,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53663.jpg,"33,750",1999 Audi A6,5,200,18.5,17,26,5,Regular Unleaded,57.2,192.0,71.3,108.7
1999 Audi A6 - Base,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53664.jpg,"33,750",1999 Audi A6,5,200,18.5,17,26,5,Regular Unleaded,57.1,192.0,71.3,108.6
2023 Audi S5 - quattro Coupe,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100594.jpg,"55,800",2023 Audi S5,8,349,15.3,21,30,4,Premium Unleaded,54.0,184.9,72.7,108.8
2023 Audi S5 - quattro Cabriolet,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100595.jpg,"64,400",2023 Audi S5,8,349,15.3,21,28,4,Premium Unleaded,54.5,184.9,72.7,108.8
2023 Audi S5 - quattro Sportback,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100596.jpg,"55,800",2023 Audi S5,8,349,15.3,21,30,5,Premium Unleaded,54.6,187.2,72.6,111.2
2022 Audi S5 - quattro Coupe,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97749.jpg,"55,300",2022 Audi S5,8,349,15.3,21,30,4,Premium Unleaded,54.0,184.9,72.7,108.8
2022 Audi S5 - quattro Cabriolet,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97750.jpg,"63,400",2022 Audi S5,8,349,15.3,21,28,4,Premium Unleaded,54.5,184.9,72.7,108.8
2022 Audi S5 - quattro Sportback,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97751.jpg,"55,300",2022 Audi S5,8,349,15.3,21,30,5,Premium Unleaded,54.6,187.2,72.6,111.2
2021 Audi S5 - quattro Cabriolet,img.autobytel.com/2021/audi/s5/2-550-oemexteriorfront1300-93902.JPG,"60,600",2021 Audi S5,8,349,15.3,20,26,4,Premium Unleaded,54.5,184.9,72.7,108.8
2021 Audi S5 - quattro Sportback,img.autobytel.com/2021/audi/s5/2-550-oemexteriorfront1300-93903.JPG,"52,500",2021 Audi S5,8,349,15.3,20,28,5,Premium Unleaded,54.6,187.2,72.6,111.2
2021 Audi S5 - quattro Coupe,img.autobytel.com/2021/audi/s5/2-550-oem-exterior-front1300-94942.jpg,"52,500",2021 Audi S5,8,349,15.3,20,28,4,Premium Unleaded,54.0,184.9,72.7,108.8
2020 Audi S5 - quattro Coupe,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93699.JPG,"51,900",2020 Audi S5,8,349,15.3,20,27,4,Premium Unleaded,54.0,184.9,72.7,108.8
2020 Audi S5 - quattro Cabriolet,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93700.JPG,"60,200",2020 Audi S5,8,349,15.3,19,26,4,Premium Unleaded,54.5,184.9,72.7,108.8
2020 Audi S5 - quattro Sportback,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93701.JPG,"51,900",2020 Audi S5,8,349,15.3,20,27,5,Premium Unleaded,54.6,187.2,72.6,111.2
2019 Audi S5 - quattro Coupe,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89768.jpg,"52,400",2019 Audi S5,8,349,15.3,21,30,4,Premium Unleaded,53.9,184.7,72.7,108.8
2019 Audi S5 - quattro Cabriolet,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89769.jpg,"65,100",2019 Audi S5,8,349,15.3,21,29,4,Premium Unleaded,54.4,184.7,72.7,108.9
2019 Audi S5 - quattro Sportback,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89770.jpg,"52,400",2019 Audi S5,8,349,15.3,21,30,5,Premium Unleaded,54.5,187.1,72.6,111.2
2018 Audi S5 - quattro Coupe,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83306.jpg,"54,600",2018 Audi S5,8,354,15.3,21,30,4,Premium Unleaded,53.9,184.7,72.7,108.8
2018 Audi S5 - quattro Cabriolet,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83307.jpg,"62,300",2018 Audi S5,8,354,15.3,20,29,4,Premium Unleaded,54.4,184.7,72.7,108.9
2018 Audi S5 - quattro Sportback,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83308.jpg,"54,400",2018 Audi S5,8,354,15.3,21,30,5,Premium Unleaded,54.5,187.1,72.6,111.2
2017 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2017/audi/s5/2-550-oemexteriorfront1300-80673.jpg,"53,100",2017 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2017 Audi S5 - (S tronic) quattro Coupe,img.autobytel.com/2017/audi/s5/2-550-oemexteriorfront1300-80674.jpg,"54,100",2017 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2017 Audi S5 - quattro Cabriolet,img.autobytel.com/2017/audi/s5/2-550-oemexteriorfront1300-80675.jpg,"61,100",2017 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2016 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2016/audi/s5/2-550-oemexteriorfront1300-77063.jpg,"53,100",2016 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2016 Audi S5 - (S tronic) quattro Coupe,img.autobytel.com/2016/audi/s5/2-550-oemexteriorfront1300-77064.jpg,"54,100",2016 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2016 Audi S5 - quattro Cabriolet,img.autobytel.com/2016/audi/s5/2-550-oemexteriorfront1300-77065.jpg,"61,100",2016 Audi S5,,,16.1,,,,Premium Unleaded,,,,"2,751mm (108.3"
2015 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74205.jpg,"52,500",2015 Audi S5,6,333,16.1,17,26,4,Premium Unleaded,53.9,182.7,73.0,108.3
2015 Audi S5 - quattro Coupe,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74206.jpg,"53,900",2015 Audi S5,7,333,16.1,18,28,4,Premium Unleaded,53.9,182.7,73.0,108.3
2015 Audi S5 - quattro Cabriolet,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74207.jpg,"60,900",2015 Audi S5,7,333,16.1,18,26,4,Premium Unleaded,54.3,182.7,73.0,108.3
2014 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71451.jpg,"52,000",2014 Audi S5,6,333,16.1,17,26,4,Premium Unleaded,53.9,182.7,73.0,108.3
2014 Audi S5 - quattro Coupe,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71452.jpg,"53,400",2014 Audi S5,7,333,16.1,18,28,4,Premium Unleaded,53.9,182.7,73.0,108.3
2014 Audi S5 - Premium Plus quattro Cabriolet,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71453.jpg,"60,400",2014 Audi S5,7,333,16.1,18,26,4,Premium Unleaded,54.3,182.7,73.0,108.3
2013 Audi S5 - Premium Plus (M6) quattro Coupe,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68405.jpg,"50,900",2013 Audi S5,6,333,16.1,17,26,4,Premium Unleaded,53.9,182.7,73.0,108.3
2013 Audi S5 - Premium Plus quattro Coupe,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68406.jpg,"52,300",2013 Audi S5,7,333,16.1,18,28,4,Premium Unleaded,53.9,182.7,73.0,108.3
2013 Audi S5 - Premium Plus quattro Cabriolet,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68407.jpg,"59,300",2013 Audi S5,7,333,16.1,18,26,4,Premium Unleaded,54.3,182.7,73.0,108.3
2012 Audi S5 - Premium Plus (M6) quattro Coupe,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66350.jpg,"53,900",2012 Audi S5,6,354,16.9,14,22,4,Premium Unleaded,53.9,182.5,73.0,108.3
2012 Audi S5 - Premium Plus (Tiptronic) quattro Coupe,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66351.jpg,"55,100",2012 Audi S5,6,354,16.9,16,24,4,Premium Unleaded,53.9,182.5,73.0,108.3
2012 Audi S5 - Premium Plus (S tronic) quattro Cabriolet,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66352.jpg,"59,300",2012 Audi S5,7,333,16.9,17,26,4,Premium Unleaded,54.3,182.5,73.0,108.3
2012 Audi S5 - Special Edition (M6) quattro Coupe,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-68190.jpg,"68,700",2012 Audi S5,6,354,16.9,14,22,4,Premium Unleaded,53.9,182.5,73.0,108.3
2012 Audi S5 - Special Edition (Tiptronic) quattro Coupe,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-68191.jpg,"69,900",2012 Audi S5,6,354,16.9,16,24,4,Premium Unleaded,53.9,182.5,73.0,108.3
2011 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63807.jpg,"53,650",2011 Audi S5,6,354,16.6,14,22,4,Premium Unleaded,54.0,182.1,73.0,108.3
2011 Audi S5 - quattro Coupe,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63808.jpg,"54,850",2011 Audi S5,6,354,16.6,16,24,4,Premium Unleaded,54.0,182.1,73.0,108.3
2011 Audi S5 - quattro Cabriolet,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63809.jpg,"59,050",2011 Audi S5,7,333,16.6,17,26,4,Premium Unleaded,54.5,182.5,73.0,108.3
2010 Audi S5 - (M6) quattro Coupe,img.autobytel.com/2010/audi/s5/2-550-oemexteriorfront-61421.jpg,"52,400",2010 Audi S5,6,354,16.6,14,22,4,Premium Unleaded,54.0,182.1,73.0,108.3
2010 Audi S5 - quattro Coupe,img.autobytel.com/2010/audi/s5/2-550-oemexteriorfront-61422.jpg,"53,600",2010 Audi S5,,,16.6,,,,premium unleaded,,,,"2,751mm (108.3"
2010 Audi S5 - quattro Cabriolet,img.autobytel.com/2010/audi/s5/2-550-oemexteriorfront-61423.jpg,"58,250",2010 Audi S5,7,333,16.6,17,26,4,Premium Unleaded,54.5,182.5,73.0,108.3
2009 Audi S5 - (M6),img.autobytel.com/2009/audi/s5/2-550-oemexteriorfront-49862.jpg,"51,400",2009 Audi S5,6,354,16.6,14,22,4,Premium Unleaded,53.9,182.5,73.0,108.3
2009 Audi S5 - (A6),img.autobytel.com/2009/audi/s5/2-550-oemexteriorfront-61108.jpg,"52,700",2009 Audi S5,6,354,16.6,16,24,4,Premium Unleaded,53.9,182.5,73.0,108.3
2008 Audi S5 - (M6),img.autobytel.com/2008/audi/s5/2-550-threequartersview-46682.jpg,"50,500",2008 Audi S5,6,354,16.6,14,21,4,Premium Unleaded,53.9,182.5,73.0,108.3
2008 Audi S5 - (A6),img.autobytel.com/2008/audi/s5/2-550-threequartersview-60679.jpg,"51,800",2008 Audi S5,6,354,16.6,16,22,4,Premium Unleaded,53.9,182.5,73.0,108.3
2023 Audi e-tron S - Premium Plus,img.autobytel.com/2023/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-100631.jpg,"88,200",2023 Audi e-tron S,1,429,,72,75,5,Electric,65.5,193.0,77.8,115.1
2023 Audi e-tron S - Premium Plus,img.autobytel.com/2023/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-100631.jpg,"88,200",2023 Audi e-tron S,1,429,,72,75,5,Electric,65.5,193.0,77.8,115.1
2022 Audi e-tron S - Premium Plus,img.autobytel.com/2022/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-99371.jpg,"84,800",2022 Audi e-tron S,1,429,,72,75,5,Electric,65.5,193.0,77.8,115.1
2022 Audi e-tron S - Premium Plus,img.autobytel.com/2022/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-99371.jpg,"84,800",2022 Audi e-tron S,1,429,,72,75,5,Electric,65.5,193.0,77.8,115.1
2023 Audi Q5 e - 55 S line Premium,img.autobytel.com/2023/audi/q5-e/2-550-oem-exterior-front1300-100626.jpg,"57,400",2023 Audi Q5 e,7,248,14.3,,,5,Premium Unleaded,65.5,184.3,74.5,111.0
2022 Audi Q5 e - 55 S line Premium,img.autobytel.com/2022/audi/q5-e/2-550-oem-exterior-front1300-97778.jpg,"55,400",2022 Audi Q5 e,7,248,14.3,,,5,Premium Unleaded,65.5,184.3,74.5,111.0
2021 Audi Q5 e - 55 Premium,img.autobytel.com/2021/audi/q5-e/2-550-oem-exterior-front1300-94605.jpg,"51,900",2021 Audi Q5 e,7,248,14.3,,,5,Premium Unleaded,65.5,184.3,74.5,111.0
2020 Audi Q5 e - 55 Premium,img.autobytel.com/2020/audi/q5-e/2-550-oemexteriorfront1300-93308.JPG,"52,900",2020 Audi Q5 e,7,252,15.3,,,5,Premium Unleaded,65.3,184.4,74.5,111.0
2023 Audi S3 - 2.0T Premium,img.autobytel.com/2023/audi/s3/2-550-oem-exterior-front1300-100608.jpg,"46,800",2023 Audi S3,7,306,14.5,23,32,5,Premium Unleaded,55.8,177.3,71.5,103.6
