,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2021 Porsche Cayenne - Turbo,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95693.jpg,"127,800",2021 Porsche Cayenne,8,541,23.7,15,19,5,Premium Unleaded,65.9,194.0,78.1,114.0
2020 Porsche Cayenne - Base,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92508.JPG,"66,800",2020 Porsche Cayenne,8,335,23.7,19,23,5,Premium Unleaded,66.8,193.7,78.1,114.0
2020 Porsche Cayenne - S,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92512.JPG,"84,300",2020 Porsche Cayenne,8,434,23.7,18,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2020 Porsche Cayenne - Turbo,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92560.JPG,"126,500",2020 Porsche Cayenne,8,541,23.7,15,19,5,Premium Unleaded,65.9,194.0,78.1,114.0
2019 Porsche Cayenne - Base,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86811.jpg,"65,700",2019 Porsche Cayenne,8,335,23.7,19,23,5,Premium Unleaded,66.7,193.6,78.0,113.9
2019 Porsche Cayenne - S,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86812.jpg,"82,900",2019 Porsche Cayenne,8,434,23.7,18,23,5,Premium Unleaded,66.7,193.6,78.0,113.9
2019 Porsche Cayenne - Turbo,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86813.jpg,"124,600",2019 Porsche Cayenne,8,541,23.7,15,19,5,Premium Unleaded,65.8,193.9,78.0,113.9
2018 Porsche Cayenne - Base,img.autobytel.com/2018/porsche/cayenne/2-550-threequartersview101-84849.jpg,"60,600",2018 Porsche Cayenne,8,300,26.4,18,24,5,Premium Unleaded,67.4,191.1,78.7,114.0
2018 Porsche Cayenne - Platinum Edition,img.autobytel.com/2018/porsche/cayenne/2-550-oemexteriorfront1300-84850.jpg,"66,700",2018 Porsche Cayenne,8,300,26.4,17,23,5,Premium Unleaded,67.4,191.1,78.7,114.0
2018 Porsche Cayenne - S,img.autobytel.com/2018/porsche/cayenne/2-550-threequartersview101-84851.jpg,"77,400",2018 Porsche Cayenne,8,420,26.4,17,24,5,Premium Unleaded,67.4,191.1,78.7,114.0
2018 Porsche Cayenne - GTS,img.autobytel.com/2018/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-84852.jpg,"98,600",2018 Porsche Cayenne,8,440,26.4,16,23,5,Premium Unleaded,67.0,191.1,78.7,114.0
2018 Porsche Cayenne - Turbo,img.autobytel.com/2018/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-84853.jpg,"118,100",2018 Porsche Cayenne,8,520,26.4,14,21,5,Premium Unleaded,67.0,191.1,78.7,114.0
2018 Porsche Cayenne - Turbo S,img.autobytel.com/2018/porsche/cayenne/2-550-oemexteriorfront1300-84854.jpg,"161,600",2018 Porsche Cayenne,8,570,26.4,14,21,5,Premium Unleaded,67.0,191.1,78.7,114.0
2017 Porsche Cayenne - Base,img.autobytel.com/2017/porsche/cayenne/2-550-threequartersview101-80605.jpg,"59,600",2017 Porsche Cayenne,8,300,26.4,18,24,5,Premium Unleaded,67.4,191.1,78.7,114.0
2017 Porsche Cayenne - S,img.autobytel.com/2017/porsche/cayenne/2-550-threequartersview101-80606.jpg,"76,200",2017 Porsche Cayenne,8,420,26.4,17,24,5,Premium Unleaded,67.4,191.1,78.7,114.0
2017 Porsche Cayenne - GTS,img.autobytel.com/2017/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-80607.jpg,"97,200",2017 Porsche Cayenne,8,440,26.4,16,23,5,Premium Unleaded,67.0,191.1,78.7,114.0
2017 Porsche Cayenne - Turbo,img.autobytel.com/2017/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-80608.jpg,"116,500",2017 Porsche Cayenne,8,520,26.4,14,21,5,Premium Unleaded,67.0,191.1,78.7,114.0
2017 Porsche Cayenne - Turbo S,img.autobytel.com/2017/porsche/cayenne/2-550-oemexteriorfront1300-80609.jpg,"159,600",2017 Porsche Cayenne,8,570,26.4,14,21,5,Premium Unleaded,67.0,191.1,78.7,114.0
2017 Porsche Cayenne - Platinum Edition,img.autobytel.com/2017/porsche/cayenne/2-550-oemexteriorfront1300-83300.jpg,"65,600",2017 Porsche Cayenne,8,300,26.4,17,23,5,Premium Unleaded,67.4,191.1,78.7,114.0
2016 Porsche Cayenne - Base,img.autobytel.com/2016/porsche/cayenne/2-550-threequartersview101-76840.jpg,"58,300",2016 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2016 Porsche Cayenne - GTS,img.autobytel.com/2016/porsche/cayenne/2-550-threequartersview101-76841.jpg,"95,500",2016 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2016 Porsche Cayenne - S,img.autobytel.com/2016/porsche/cayenne/2-550-threequartersview101-78250.jpg,"74,800",2016 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2016 Porsche Cayenne - Turbo,img.autobytel.com/2016/porsche/cayenne/2-550-threequartersview101-78251.jpg,"114,700",2016 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2016 Porsche Cayenne - Turbo S,img.autobytel.com/2016/porsche/cayenne/2-550-oemexteriorfront1300-78252.jpg,"157,300",2016 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2016 Porsche Cayenne - Diesel,img.autobytel.com/2016/porsche/cayenne/2-550-threequartersview101-78253.jpg,"62,300",2016 Porsche Cayenne,,,26.4,,,,Diesel,,,,"2,896mm (114.0"
2015 Porsche Cayenne - Diesel,img.autobytel.com/2015/porsche/cayenne/2-550-threequartersview101-76474.jpg,"61,700",2015 Porsche Cayenne,,,26.4,,,,Diesel,,,,"2,896mm (114.0"
2015 Porsche Cayenne - S,img.autobytel.com/2015/porsche/cayenne/2-550-threequartersview101-76475.jpg,"74,100",2015 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2015 Porsche Cayenne - Turbo,img.autobytel.com/2015/porsche/cayenne/2-550-threequartersview101-76476.jpg,"113,600",2015 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2014 Porsche Cayenne - Base (M6),img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72289.jpg,"49,600",2014 Porsche Cayenne,6,300,26.4,15,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2014 Porsche Cayenne - Base,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72290.jpg,"52,600",2014 Porsche Cayenne,,,26.4,,,,Premium Unleaded,,,,"2,896mm (114.0"
2014 Porsche Cayenne - Diesel,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-72291.jpg,"56,600",2014 Porsche Cayenne,8,240,26.4,20,29,5,Diesel,67.4,190.8,76.3,114.0
2014 Porsche Cayenne - S,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72292.jpg,"66,800",2014 Porsche Cayenne,8,400,26.4,16,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2014 Porsche Cayenne - GTS,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72293.jpg,"83,300",2014 Porsche Cayenne,8,420,26.4,15,21,5,Premium Unleaded,67.1,190.8,76.3,114.0
2014 Porsche Cayenne - Turbo,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72294.jpg,"110,400",2014 Porsche Cayenne,8,500,26.4,15,22,5,Premium Unleaded,67.0,190.8,76.3,114.0
2014 Porsche Cayenne - Turbo S,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72295.jpg,"146,000",2014 Porsche Cayenne,8,550,26.4,14,20,5,Premium Unleaded,67.0,190.8,78.7,114.0
2014 Porsche Cayenne - Platinum Edition,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-73510.jpg,"63,300",2014 Porsche Cayenne,8,300,26.4,17,23,5,Premium Unleaded,67.4,190.8,76.3,114.0
2014 Porsche Cayenne - Diesel Platinum Edition,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-73511.jpg,"66,900",2014 Porsche Cayenne,8,240,26.4,20,29,5,Diesel,67.4,190.8,76.3,114.0
2013 Porsche Cayenne - Base (M6),img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68955.jpg,"48,850",2013 Porsche Cayenne,6,300,22.4,15,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2013 Porsche Cayenne - Base,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68956.jpg,"51,850",2013 Porsche Cayenne,,,22.4,,,,premium unleaded,,,,"2,896mm (114.0"
2013 Porsche Cayenne - S,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68957.jpg,"65,850",2013 Porsche Cayenne,8,400,22.4,16,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2013 Porsche Cayenne - GTS,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68958.jpg,"82,050",2013 Porsche Cayenne,8,420,22.4,15,21,5,Premium Unleaded,67.0,190.8,76.3,114.0
2013 Porsche Cayenne - Turbo,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68959.jpg,"108,750",2013 Porsche Cayenne,8,500,26.4,15,22,5,Premium Unleaded,67.0,190.8,76.3,114.0
2013 Porsche Cayenne - Diesel,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68960.jpg,"55,750",2013 Porsche Cayenne,8,240,26.4,19,29,5,Diesel,67.4,190.8,76.3,114.0
2012 Porsche Cayenne - Base (M6),img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67180.jpg,"48,200",2012 Porsche Cayenne,6,300,22.4,15,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2012 Porsche Cayenne - Base,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67181.jpg,"51,200",2012 Porsche Cayenne,,,22.4,,,,premium unleaded,,,,"2,896mm (114.0"
2012 Porsche Cayenne - S,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67182.jpg,"65,000",2012 Porsche Cayenne,8,400,22.4,16,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2012 Porsche Cayenne - Turbo,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67183.jpg,"107,100",2012 Porsche Cayenne,8,500,26.4,15,22,5,Premium Unleaded,67.0,190.8,76.3,114.0
2011 Porsche Cayenne - Base (M6),img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64753.jpg,"47,700",2011 Porsche Cayenne,6,300,22.4,15,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2011 Porsche Cayenne - Base,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64754.jpg,"50,700",2011 Porsche Cayenne,,,22.4,,,,premium unleaded,,,,"2,896mm (114.0"
2011 Porsche Cayenne - S,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64755.jpg,"64,400",2011 Porsche Cayenne,8,400,22.4,16,22,5,Premium Unleaded,67.4,190.8,76.3,114.0
2011 Porsche Cayenne - Turbo,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64756.jpg,"106,000",2011 Porsche Cayenne,8,500,26.4,15,22,5,Premium Unleaded,67.0,190.8,76.3,114.0
2010 Porsche Cayenne - Base (M6),img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61993.jpg,"45,500",2010 Porsche Cayenne,6,290,26.4,14,20,5,Premium Unleaded,66.9,188.9,75.9,112.4
2010 Porsche Cayenne - Base,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61994.jpg,"48,500",2010 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2010 Porsche Cayenne - S,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61995.jpg,"60,700",2010 Porsche Cayenne,6,385,26.4,13,19,5,Premium Unleaded,66.9,188.9,75.9,112.4
2010 Porsche Cayenne - GTS (M6),img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61996.jpg,"72,400",2010 Porsche Cayenne,6,405,26.4,11,17,5,Premium Unleaded,66.9,188.9,75.9,112.4
2010 Porsche Cayenne - GTS,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61997.jpg,"75,400",2010 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2010 Porsche Cayenne - Turbo,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61998.jpg,"99,900",2010 Porsche Cayenne,6,500,26.4,12,19,5,Premium Unleaded,66.9,188.8,75.9,112.4
2010 Porsche Cayenne - Turbo S,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61999.jpg,"126,300",2010 Porsche Cayenne,6,550,26.4,12,19,5,Premium Unleaded,66.9,188.8,75.9,112.4
2010 Porsche Cayenne - S Transsyberia,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-62000.jpg,"70,800",2010 Porsche Cayenne,6,405,26.4,11,17,5,Premium Unleaded,66.9,188.9,75.9,112.4
2009 Porsche Cayenne - Base,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51831.jpg,"47,600",2009 Porsche Cayenne,6,290,26.4,14,20,5,Premium Unleaded,66.9,188.9,75.9,112.4
2009 Porsche Cayenne - GTS (M6),img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51838.jpg,"70,900",2009 Porsche Cayenne,6,405,26.4,11,17,5,Premium Unleaded,66.9,188.9,75.9,112.4
2009 Porsche Cayenne - S,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51842.jpg,"59,400",2009 Porsche Cayenne,6,385,26.4,13,19,5,Premium Unleaded,66.9,188.9,75.9,112.4
2009 Porsche Cayenne - Turbo,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51844.jpg,"97,700",2009 Porsche Cayenne,6,500,26.4,12,19,5,Premium Unleaded,66.9,188.8,75.9,112.4
2009 Porsche Cayenne - Turbo S,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51845.jpg,"123,600",2009 Porsche Cayenne,6,550,26.4,12,19,5,Premium Unleaded,66.9,188.8,75.9,112.4
2009 Porsche Cayenne - Base (M6),img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-61286.jpg,"44,600",2009 Porsche Cayenne,6,290,26.4,14,20,5,Premium Unleaded,66.9,188.9,75.9,112.4
2009 Porsche Cayenne - GTS,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-61287.jpg,"73,900",2009 Porsche Cayenne,6,405,26.4,13,18,5,Premium Unleaded,66.9,188.9,75.9,112.4
2008 Porsche Cayenne - Base,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44383.jpg,"46,400",2008 Porsche Cayenne,6,290,26.4,14,20,5,Premium Unleaded,66.9,188.9,75.9,112.4
2008 Porsche Cayenne - S,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44397.jpg,"57,900",2008 Porsche Cayenne,6,385,26.4,13,19,5,Premium Unleaded,66.9,188.9,75.9,112.4
2008 Porsche Cayenne - Turbo,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44401.jpg,"93,700",2008 Porsche Cayenne,6,500,26.4,12,19,5,Premium Unleaded,66.9,188.8,75.9,112.4
2008 Porsche Cayenne - GTS (M6),img.autobytel.com/2008/porsche/cayenne/2-550-oeminteriorview-48970.jpg,"69,200",2008 Porsche Cayenne,6,405,26.4,11,17,5,Premium Unleaded,66.9,188.9,75.9,112.4
2008 Porsche Cayenne - Base (M6),img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-60919.jpg,"43,400",2008 Porsche Cayenne,6,290,26.4,14,20,5,Premium Unleaded,66.9,188.9,75.9,112.4
2008 Porsche Cayenne - GTS,img.autobytel.com/2008/porsche/cayenne/2-550-oeminteriorview-60920.jpg,"72,200",2008 Porsche Cayenne,6,405,26.4,13,18,5,Premium Unleaded,66.9,188.9,75.9,112.4
2006 Porsche Cayenne - Base,img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorfront-41460.jpg,"45,200",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2006 Porsche Cayenne - S (A6),img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorfront-41462.jpg,"57,200",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2006 Porsche Cayenne - Turbo (A6),img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorfront-41463.jpg,"90,200",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2006 Porsche Cayenne - Turbo S (A6),img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorfront-41621.jpg,"111,600",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2006 Porsche Cayenne - S Titanium Edition (A6),img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorview-43001.jpg,"64,900",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2006 Porsche Cayenne - Base (M6),img.autobytel.com/2006/porsche/cayenne/2-550-oemexteriorfront-60204.jpg,"42,200",2006 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2005 Porsche Cayenne - Base (M6),img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39028.jpg,"41,100",2005 Porsche Cayenne,6,247,26.4,16,20,5,Premium Unleaded,66.9,188.2,75.9,112.4
2005 Porsche Cayenne - S (A6),img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39029.jpg,"56,300",2005 Porsche Cayenne,6,340,26.4,14,18,5,Premium Unleaded,66.9,188.2,75.9,112.4
2005 Porsche Cayenne - Turbo (A6),img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39030.jpg,"89,300",2005 Porsche Cayenne,6,450,26.4,13,18,5,Premium Unleaded,66.9,188.3,75.9,112.4
2004 Porsche Cayenne - Turbo,img.autobytel.com/2004/porsche/cayenne/2-550-oemexteriorfront-34971.jpg,"88,900",2004 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2004 Porsche Cayenne - S,img.autobytel.com/2004/porsche/cayenne/2-550-oemexteriorfront-37037.jpg,"55,900",2004 Porsche Cayenne,,,26.4,,,,premium unleaded,,,,"2,855mm (112.4"
2004 Porsche Cayenne - V6,img.autobytel.com/2004/porsche/cayenne/2-550-oemexteriorfront-59331.jpg,"42,900",2004 Porsche Cayenne,6,247,26.4,15,19,5,Premium Unleaded,66.9,188.2,75.9,112.4
2003 Porsche Cayenne - S,img.autobytel.com/2003/porsche/cayenne/2-550-oemexteriorfront-30475.jpg,"55,900",2003 Porsche Cayenne,6,340,26.4,14,20,5,Premium Unleaded,66.9,188.2,75.9,112.4
2003 Porsche Cayenne - Turbo,img.autobytel.com/2003/porsche/cayenne/2-550-oemexteriorfront-30476.jpg,"88,900",2003 Porsche Cayenne,6,450,26.4,13,20,5,Premium Unleaded,66.9,188.3,75.9,112.4
2023 Porsche Panamera - Base RWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101793.jpg,"92,400",2023 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera - Platinum Edition RWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101794.jpg,"105,100",2023 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera - 4 AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101795.jpg,"97,000",2023 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera - 4 Platinum Edition AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101796.jpg,"109,300",2023 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101797.jpg,"103,700",2023 Porsche Panamera,8,325,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2023 Porsche Panamera - 4S AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101798.jpg,"110,900",2023 Porsche Panamera,8,443,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101799.jpg,"122,200",2023 Porsche Panamera,8,443,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2023 Porsche Panamera - GTS AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101800.jpg,"135,200",2023 Porsche Panamera,8,473,23.7,15,21,4,Premium Unleaded,55.8,199.0,78.2,116.1
2023 Porsche Panamera - Turbo S AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101801.jpg,"186,400",2023 Porsche Panamera,8,620,23.7,15,21,4,Premium Unleaded,56.2,198.8,78.2,116.1
2023 Porsche Panamera - Turbo S Executive AWD,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101802.jpg,"196,800",2023 Porsche Panamera,8,620,23.7,15,21,4,Premium Unleaded,56.4,204.7,78.2,122.0
2022 Porsche Panamera - RWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98531.jpg,"88,400",2022 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2022 Porsche Panamera - 4 AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98532.jpg,"93,000",2022 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2022 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98533.jpg,"99,700",2022 Porsche Panamera,8,325,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2022 Porsche Panamera - 4S AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98534.jpg,"106,400",2022 Porsche Panamera,8,443,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2022 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98535.jpg,"117,700",2022 Porsche Panamera,8,443,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2022 Porsche Panamera - GTS AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98536.jpg,"130,700",2022 Porsche Panamera,8,473,23.7,15,21,4,Premium Unleaded,55.8,199.0,78.2,116.1
2022 Porsche Panamera - Turbo S AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98537.jpg,"179,800",2022 Porsche Panamera,8,620,23.7,15,21,4,Premium Unleaded,56.2,198.8,78.2,116.1
2022 Porsche Panamera - Turbo S Executive AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98538.jpg,"190,200",2022 Porsche Panamera,8,620,23.7,15,21,4,Premium Unleaded,56.4,204.7,78.2,122.0
2022 Porsche Panamera - Platinum Edition RWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-99984.jpg,"101,900",2022 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2022 Porsche Panamera - 4 Platinum Edition AWD,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-99985.jpg,"106,000",2022 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2021 Porsche Panamera - RWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97010.jpg,"87,200",2021 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2021 Porsche Panamera - 4 AWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97011.jpg,"91,800",2021 Porsche Panamera,8,325,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2021 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97012.jpg,"98,500",2021 Porsche Panamera,8,325,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2021 Porsche Panamera - 4S AWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97013.jpg,"105,000",2021 Porsche Panamera,8,443,23.7,18,24,4,Premium Unleaded,56.0,198.8,78.2,116.1
2021 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97014.jpg,"116,300",2021 Porsche Panamera,8,443,23.7,17,23,4,Premium Unleaded,56.2,204.7,76.3,122.0
2021 Porsche Panamera - GTS AWD,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97015.jpg,"129,300",2021 Porsche Panamera,8,473,23.7,15,21,4,Premium Unleaded,56.0,199.0,78.2,116.1
