,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2021 Porsche Panamera e-Hybrid - Turbo S Executive,img.autobytel.com/2021/porsche/panamera-e-hybrid/2-550-oem-exterior-front1300-97023.jpg,"198,100",2021 Porsche Panamera e-Hybrid,8,563,21.1,,,4,Premium Unleaded,56.4,204.7,76.3,122.0
2020 Porsche Panamera e-Hybrid - 4,img.autobytel.com/2020/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-93433.JPG,"103,800",2020 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.0,198.8,76.3,116.1
2020 Porsche Panamera e-Hybrid - 4 10 Years Edition,img.autobytel.com/2020/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-93434.JPG,"116,900",2020 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.0,198.8,76.3,116.1
2020 Porsche Panamera e-Hybrid - 4 Executive,img.autobytel.com/2020/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-93435.JPG,"108,300",2020 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.2,204.7,76.3,122.0
2020 Porsche Panamera e-Hybrid - Turbo S,img.autobytel.com/2020/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-93436.JPG,"187,700",2020 Porsche Panamera e-Hybrid,8,550,21.1,,,4,Premium Unleaded,56.2,198.8,76.3,116.1
2020 Porsche Panamera e-Hybrid - Turbo S Executive,img.autobytel.com/2020/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-93437.JPG,"198,100",2020 Porsche Panamera e-Hybrid,8,550,21.1,,,4,Premium Unleaded,56.4,204.7,76.3,122.0
2019 Porsche Panamera e-Hybrid - 4,img.autobytel.com/2019/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-90286.jpg,"102,900",2019 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.0,198.8,76.3,116.1
2019 Porsche Panamera e-Hybrid - Turbo S,img.autobytel.com/2019/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-90287.jpg,"186,200",2019 Porsche Panamera e-Hybrid,8,542,21.1,,,4,Premium Unleaded,56.2,198.8,76.3,116.1
2019 Porsche Panamera e-Hybrid - 4 Executive,img.autobytel.com/2019/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-90288.jpg,"107,400",2019 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.2,204.7,76.3,122.0
2019 Porsche Panamera e-Hybrid - Turbo S Executive,img.autobytel.com/2019/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-90289.jpg,"196,600",2019 Porsche Panamera e-Hybrid,8,542,21.1,,,4,Premium Unleaded,56.4,204.7,76.3,122.0
2018 Porsche Panamera e-Hybrid - 4,img.autobytel.com/2018/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-85071.jpg,"99,600",2018 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.0,198.8,76.3,116.1
2018 Porsche Panamera e-Hybrid - Turbo S,img.autobytel.com/2018/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-85072.jpg,"184,400",2018 Porsche Panamera e-Hybrid,8,550,21.1,,,4,Premium Unleaded,56.1,198.8,76.3,116.1
2018 Porsche Panamera e-Hybrid - 4 Executive,img.autobytel.com/2018/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-85073.jpg,"104,100",2018 Porsche Panamera e-Hybrid,8,330,21.1,,,4,Premium Unleaded,56.2,204.7,76.3,122.0
2018 Porsche Panamera e-Hybrid - Turbo S Executive,img.autobytel.com/2018/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-85074.jpg,"194,800",2018 Porsche Panamera e-Hybrid,8,550,21.1,,,4,Premium Unleaded,56.4,204.7,76.3,122.0
2016 Porsche Panamera e-Hybrid - S,img.autobytel.com/2016/porsche/panamera-e-hybrid/2-550-oemexteriorfront1300-78249.jpg,"93,200",2016 Porsche Panamera e-Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2015 Porsche Panamera e-Hybrid - Base,img.autobytel.com/2015/porsche/panamera-e-hybrid/3-550-061014%20porsche%20panamera%20e%20hybrid%202015-74517.jpg,"99,000",2015 Porsche Panamera e-Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2014 Porsche Panamera e-Hybrid - Base,img.autobytel.com/2014/porsche/panamera-e-hybrid/2-550-oemexteriorfront-72160.jpg,"99,000",2014 Porsche Panamera e-Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2023 Porsche Taycan - 4S AWD,img.autobytel.com/2023/porsche/taycan/2-550-oem-exterior-front1300-101828.jpg,"106,500",2023 Porsche Taycan,2,429,,82,82,4,Electric,54.3,195.4,77.5,114.2
2023 Porsche Taycan - GTS AWD,img.autobytel.com/2023/porsche/taycan/2-550-oem-exterior-front1300-101829.jpg,"134,100",2023 Porsche Taycan,2,509,,83,82,4,Electric,54.4,195.4,77.5,114.2
2023 Porsche Taycan - Turbo AWD,img.autobytel.com/2023/porsche/taycan/2-550-oem-exterior-front1300-101830.jpg,"153,300",2023 Porsche Taycan,2,616,,81,80,4,Electric,54.4,195.4,77.5,114.2
2023 Porsche Taycan - Turbo S AWD,img.autobytel.com/2023/porsche/taycan/2-550-oem-exterior-front1300-101831.jpg,"187,400",2023 Porsche Taycan,2,616,,76,74,4,Electric,54.4,195.4,77.5,114.2
2023 Porsche Taycan - RWD,img.autobytel.com/2023/porsche/taycan/2-550-oem-exterior-front1300-101832.jpg,"86,700",2023 Porsche Taycan,2,321,,79,88,4,Electric,54.9,195.4,77.5,114.2
2022 Porsche Taycan - 4S AWD,img.autobytel.com/2022/porsche/taycan/2-550-oem-exterior-front1300-99174.jpg,"103,800",2022 Porsche Taycan,2,429,,79,80,4,Electric,54.3,195.4,77.5,114.2
2022 Porsche Taycan - Turbo AWD,img.autobytel.com/2022/porsche/taycan/2-550-oem-exterior-front1300-99175.jpg,"150,900",2022 Porsche Taycan,2,616,,71,75,4,Electric,54.4,195.4,77.5,114.2
2022 Porsche Taycan - Turbo S AWD,img.autobytel.com/2022/porsche/taycan/2-550-oem-exterior-front1300-99176.jpg,"185,000",2022 Porsche Taycan,2,616,,69,71,4,Electric,54.4,195.4,77.5,114.2
2022 Porsche Taycan - RWD,img.autobytel.com/2022/porsche/taycan/2-550-oem-exterior-front1300-99177.jpg,"82,700",2022 Porsche Taycan,2,321,,76,84,4,Electric,54.9,195.4,77.5,114.2
2022 Porsche Taycan - GTS AWD,img.autobytel.com/2022/porsche/taycan/2-550-oem-exterior-front1300-100300.jpg,"131,400",2022 Porsche Taycan,2,509,,83,82,4,Electric,54.4,195.4,77.5,114.2
2021 Porsche Taycan - 4S,img.autobytel.com/2021/porsche/taycan/2-550-oem-exterior-front1300-96703.jpg,"103,800",2021 Porsche Taycan,2,429,,79,80,4,Electric,54.3,195.4,77.5,114.2
2021 Porsche Taycan - Turbo,img.autobytel.com/2021/porsche/taycan/2-550-oem-exterior-front1300-96704.jpg,"150,900",2021 Porsche Taycan,2,616,,71,75,4,Electric,54.4,195.4,77.5,114.2
2021 Porsche Taycan - Turbo S,img.autobytel.com/2021/porsche/taycan/2-550-oem-exterior-front1300-96705.jpg,"185,000",2021 Porsche Taycan,2,616,,69,71,4,Electric,54.4,195.4,77.5,114.2
2021 Porsche Taycan - RWD,img.autobytel.com/2021/porsche/taycan/2-550-oem-exterior-front1300-97031.jpg,"79,900",2021 Porsche Taycan,2,321,,76,84,4,Electric,54.9,195.4,77.5,114.2
2020 Porsche Taycan - Turbo,img.autobytel.com/2020/porsche/taycan/2-550-oemexteriorfront1300-93079.JPG,"150,900",2020 Porsche Taycan,2,616,,68,71,4,Electric,54.4,195.4,77.5,114.2
2020 Porsche Taycan - Turbo S,img.autobytel.com/2020/porsche/taycan/2-550-oemexteriorfront1300-93080.JPG,"185,000",2020 Porsche Taycan,2,616,,67,68,4,Electric,54.4,195.4,77.4,114.2
2020 Porsche Taycan - 4S,img.autobytel.com/2020/porsche/taycan/2-550-oem-exterior-front1300-93444.jpg,"103,800",2020 Porsche Taycan,2,429,,68,71,4,Electric,54.3,195.4,77.5,114.2
2023 Porsche Taycan Cross Turismo - 4,img.autobytel.com/2023/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-101833.jpg,"97,700",2023 Porsche Taycan Cross Turismo,2,375,,80,80,4,Electric,55.5,195.8,77.4,114.2
2023 Porsche Taycan Cross Turismo - 4S,img.autobytel.com/2023/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-101834.jpg,"113,000",2023 Porsche Taycan Cross Turismo,2,482,,78,78,4,Electric,55.5,195.8,77.4,114.3
2023 Porsche Taycan Cross Turismo - Turbo,img.autobytel.com/2023/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-101835.jpg,"155,900",2023 Porsche Taycan Cross Turismo,2,616,,80,78,4,Electric,55.6,195.8,77.4,114.3
2023 Porsche Taycan Cross Turismo - Turbo S,img.autobytel.com/2023/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-101836.jpg,"190,000",2023 Porsche Taycan Cross Turismo,2,616,,76,74,4,Electric,55.5,195.8,77.4,114.3
2022 Porsche Taycan Cross Turismo - 4,img.autobytel.com/2022/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-99178.jpg,"93,700",2022 Porsche Taycan Cross Turismo,2,375,,76,77,4,Electric,55.5,195.8,77.4,114.2
2022 Porsche Taycan Cross Turismo - 4S,img.autobytel.com/2022/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-99179.jpg,"110,300",2022 Porsche Taycan Cross Turismo,2,482,,75,75,4,Electric,55.5,195.8,77.4,114.3
2022 Porsche Taycan Cross Turismo - Turbo,img.autobytel.com/2022/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-99180.jpg,"153,500",2022 Porsche Taycan Cross Turismo,2,616,,72,72,4,Electric,55.6,195.8,77.4,114.3
2022 Porsche Taycan Cross Turismo - Turbo S,img.autobytel.com/2022/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-99181.jpg,"187,600",2022 Porsche Taycan Cross Turismo,2,616,,74,73,4,Electric,55.5,195.8,77.4,114.3
2021 Porsche Taycan Cross Turismo - 4,img.autobytel.com/2021/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-97032.jpg,"90,900",2021 Porsche Taycan Cross Turismo,2,375,,76,77,4,Electric,55.5,195.8,77.4,114.2
2021 Porsche Taycan Cross Turismo - 4S,img.autobytel.com/2021/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-97033.jpg,"110,300",2021 Porsche Taycan Cross Turismo,2,482,,75,75,4,Electric,55.5,195.8,77.4,114.3
2021 Porsche Taycan Cross Turismo - Turbo,img.autobytel.com/2021/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-97034.jpg,"153,500",2021 Porsche Taycan Cross Turismo,2,616,,72,72,4,Electric,55.6,195.8,77.4,114.3
2021 Porsche Taycan Cross Turismo - Turbo S,img.autobytel.com/2021/porsche/taycan-cross-turismo/2-550-oem-exterior-front1300-97035.jpg,"187,600",2021 Porsche Taycan Cross Turismo,2,616,,74,73,4,Electric,55.5,195.8,77.4,114.3
2008 Porsche Cayman S - Base,img.autobytel.com/2008/porsche/cayman-s/2-550-oemexteriorfront-47916.jpg,"59,100",2008 Porsche Cayman S,6,295,16.9,18,26,2,Premium Unleaded,51.4,172.1,70.9,95.1
2008 Porsche Cayman S - Porsche Design Edition 1,img.autobytel.com/2008/porsche/cayman-s/2-550-threequartersview-48114.jpg,"69,900",2008 Porsche Cayman S,6,295,16.9,18,26,2,Premium Unleaded,51.4,172.1,70.9,95.1
2007 Porsche Cayman S - Base,img.autobytel.com/2007/porsche/cayman-s/2-550-oemexteriorfront-43462.jpg,"58,900",2007 Porsche Cayman S,6,295,16.9,20,28,2,Premium Unleaded,51.4,172.1,70.9,95.1
2006 Porsche Cayman S - Base,img.autobytel.com/2006/porsche/cayman-s/2-550-oemexteriorfront-41644.jpg,"58,900",2006 Porsche Cayman S,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2016 Porsche Cayman - Base (M6),img.autobytel.com/2016/porsche/cayman/2-550-oemexteriorfront1300-78232.jpg,"52,600",2016 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2016 Porsche Cayman - S (M6),img.autobytel.com/2016/porsche/cayman/2-550-oemexteriorfront1300-78233.jpg,"64,100",2016 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2016 Porsche Cayman - GTS (M6),img.autobytel.com/2016/porsche/cayman/2-550-oemexteriorfront1300-78234.jpg,"75,200",2016 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2016 Porsche Cayman - GT4 (M6),img.autobytel.com/2016/porsche/cayman/2-550-oemexteriorfront1300-78235.jpg,"84,600",2016 Porsche Cayman,,,14.3,,,,Premium Unleaded,,,,"2,484mm (97.8"
2016 Porsche Cayman - Black Edition,img.autobytel.com/2016/porsche/cayman/2-550-oemexteriorfront1300-79912.jpg,"59,200",2016 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2015 Porsche Cayman - Base,img.autobytel.com/2015/porsche/cayman/2-550-oemexteriorfront1300-74504.jpg,"52,600",2015 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2015 Porsche Cayman - S,img.autobytel.com/2015/porsche/cayman/2-550-oemexteriorfront1300-74505.jpg,"63,800",2015 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2015 Porsche Cayman - GTS,img.autobytel.com/2015/porsche/cayman/2-550-oemexteriorfront1300-74506.jpg,"75,200",2015 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2014 Porsche Cayman - Base,img.autobytel.com/2014/porsche/cayman/3-550-061014%20porsche%20cayman%202014-70814.jpg,"52,600",2014 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2014 Porsche Cayman - S,img.autobytel.com/2014/porsche/cayman/2-550-oemexteriorfront-70815.jpg,"63,800",2014 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,474mm (97.4"
2012 Porsche Cayman - Base,img.autobytel.com/2012/porsche/cayman/2-550-oemexteriorfront-67513.jpg,"51,900",2012 Porsche Cayman,,,16.9,,,,premium unleaded,,,,"2,416mm (95.1"
2012 Porsche Cayman - S,img.autobytel.com/2012/porsche/cayman/2-550-oemexteriorfront-67514.jpg,"62,100",2012 Porsche Cayman,,,16.9,,,,premium unleaded,,,,"2,416mm (95.1"
2012 Porsche Cayman - R,img.autobytel.com/2012/porsche/cayman/2-550-oemexteriorfront-67515.jpg,"66,300",2012 Porsche Cayman,,,14.3,,,,premium unleaded,,,,"2,416mm (95.1"
2012 Porsche Cayman - Black Edition,img.autobytel.com/2012/porsche/cayman/2-550-oemexteriorfront-67516.jpg,"67,500",2012 Porsche Cayman,,,16.9,,,,premium unleaded,,,,"2,416mm (95.1"
2011 Porsche Cayman - Base,img.autobytel.com/2011/porsche/cayman/2-550-oemexteriorfront-65557.jpg,"51,900",2011 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2011 Porsche Cayman - S,img.autobytel.com/2011/porsche/cayman/2-550-oemexteriorfront-65558.jpg,"62,100",2011 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2010 Porsche Cayman - Base,img.autobytel.com/2010/porsche/cayman/2-550-oemexteriorfront-61988.jpg,"51,400",2010 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2010 Porsche Cayman - S,img.autobytel.com/2010/porsche/cayman/2-550-oemexteriorfront-61989.jpg,"61,500",2010 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2009 Porsche Cayman - Base,img.autobytel.com/2009/porsche/cayman/2-550-oemexteriorfront-51832.jpg,"50,300",2009 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2009 Porsche Cayman - S,img.autobytel.com/2009/porsche/cayman/2-550-oemexteriorfront-51843.jpg,"60,200",2009 Porsche Cayman,,,16.9,,,,Premium Unleaded,,,,"2,416mm (95.1"
2008 Porsche Cayman - Base,img.autobytel.com/2008/porsche/cayman/2-550-oemexteriorfront-47909.jpg,"49,400",2008 Porsche Cayman,5,245,16.9,20,29,2,Premium Unleaded,51.4,172.1,70.9,95.1
2007 Porsche Cayman - Base,img.autobytel.com/2007/porsche/cayman/2-550-oemexteriorfront-43367.jpg,"49,400",2007 Porsche Cayman,5,245,16.9,23,32,2,Premium Unleaded,51.4,172.1,70.9,95.1
2023 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2023/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-101820.jpg,"103,200",2023 Porsche Panamera Sport Turismo,8,325,23.7,18,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2023 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2023/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-101821.jpg,"117,100",2023 Porsche Panamera Sport Turismo,8,443,23.7,17,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2023 Porsche Panamera Sport Turismo - GTS,img.autobytel.com/2023/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-101822.jpg,"141,400",2023 Porsche Panamera Sport Turismo,8,473,23.7,15,20,5,Premium Unleaded,56.0,198.8,78.2,116.1
2023 Porsche Panamera Sport Turismo - Turbo S,img.autobytel.com/2023/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-101823.jpg,"190,400",2023 Porsche Panamera Sport Turismo,8,620,23.7,15,21,5,Premium Unleaded,56.4,198.8,78.2,116.1
2022 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98545.jpg,"99,200",2022 Porsche Panamera Sport Turismo,8,325,23.7,18,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2022 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98546.jpg,"112,600",2022 Porsche Panamera Sport Turismo,8,443,23.7,17,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2022 Porsche Panamera Sport Turismo - GTS,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98547.jpg,"136,900",2022 Porsche Panamera Sport Turismo,8,473,23.7,15,20,5,Premium Unleaded,56.0,198.8,78.2,116.1
2022 Porsche Panamera Sport Turismo - Turbo S,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98548.jpg,"183,800",2022 Porsche Panamera Sport Turismo,8,620,23.7,15,21,5,Premium Unleaded,56.4,198.8,78.2,116.1
2021 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97024.jpg,"98,000",2021 Porsche Panamera Sport Turismo,8,325,23.7,18,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2021 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97025.jpg,"111,200",2021 Porsche Panamera Sport Turismo,8,443,23.7,17,23,5,Premium Unleaded,56.2,198.8,78.2,116.1
2021 Porsche Panamera Sport Turismo - GTS,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97026.jpg,"135,500",2021 Porsche Panamera Sport Turismo,8,473,23.7,15,20,5,Premium Unleaded,56.2,198.8,78.2,116.1
2021 Porsche Panamera Sport Turismo - Turbo S,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97027.jpg,"181,700",2021 Porsche Panamera Sport Turismo,8,620,23.7,15,21,5,Premium Unleaded,56.2,198.8,78.2,116.1
2020 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93438.JPG,"98,000",2020 Porsche Panamera Sport Turismo,8,330,23.7,19,26,5,Premium Unleaded,56.2,198.8,76.3,116.1
2020 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93439.JPG,"111,200",2020 Porsche Panamera Sport Turismo,8,440,23.7,18,24,5,Premium Unleaded,56.2,198.8,76.3,116.1
2020 Porsche Panamera Sport Turismo - GTS,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93440.JPG,"135,500",2020 Porsche Panamera Sport Turismo,8,453,23.7,15,22,5,Premium Unleaded,56.2,198.8,76.3,116.1
2020 Porsche Panamera Sport Turismo - Turbo,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93441.JPG,"157,000",2020 Porsche Panamera Sport Turismo,8,550,23.7,18,23,5,Premium Unleaded,56.4,198.8,76.3,116.1
2019 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90290.jpg,"97,100",2019 Porsche Panamera Sport Turismo,8,330,23.7,19,26,5,Premium Unleaded,56.2,198.8,76.3,116.1
2019 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90291.jpg,"110,200",2019 Porsche Panamera Sport Turismo,8,440,23.7,18,24,5,Premium Unleaded,56.2,198.8,76.3,116.1
2019 Porsche Panamera Sport Turismo - GTS,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90292.jpg,"134,500",2019 Porsche Panamera Sport Turismo,8,453,23.7,15,22,5,Premium Unleaded,56.2,198.8,76.3,116.1
2019 Porsche Panamera Sport Turismo - Turbo,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90293.jpg,"155,500",2019 Porsche Panamera Sport Turismo,8,550,23.7,18,23,5,Premium Unleaded,56.4,198.8,76.3,116.1
2018 Porsche Panamera Sport Turismo - 4,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85077.jpg,"96,200",2018 Porsche Panamera Sport Turismo,8,330,23.7,20,26,5,Premium Unleaded,56.2,198.8,76.3,116.1
2018 Porsche Panamera Sport Turismo - 4S,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85078.jpg,"109,200",2018 Porsche Panamera Sport Turismo,8,440,23.7,20,26,5,Premium Unleaded,56.2,198.8,76.3,116.1
2018 Porsche Panamera Sport Turismo - Turbo,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85079.jpg,"154,000",2018 Porsche Panamera Sport Turismo,8,550,23.7,18,23,5,Premium Unleaded,56.4,198.8,76.3,116.1
2023 Porsche 718 Spyder - Base,img.autobytel.com/2023/porsche/718-spyder/2-550-oem-exterior-front1300-101827.jpg,"103,400",2023 Porsche 718 Spyder,6,414,16.9,17,23,2,Premium Unleaded,49.6,174.5,70.9,97.8
2022 Porsche 718 Spyder - Base,img.autobytel.com/2022/porsche/718-spyder/2-550-oem-exterior-front1300-97570.jpg,"98,300",2022 Porsche 718 Spyder,6,414,16.9,17,23,2,Premium Unleaded,49.6,174.5,70.9,97.8
2021 Porsche 718 Spyder - Base,img.autobytel.com/2021/porsche/718-spyder/2-550-oem-exterior-front1300-95689.jpg,"97,300",2021 Porsche 718 Spyder,6,414,16.9,17,23,2,Premium Unleaded,49.6,174.5,70.9,97.8
2020 Porsche 718 Spyder - Base,img.autobytel.com/2020/porsche/718-spyder/2-550-oemexteriorfront1300-92515.JPG,"96,300",2020 Porsche 718 Spyder,6,414,16.9,16,23,2,Premium Unleaded,49.6,174.5,71.0,97.8
2023 Porsche Cayenne - Base,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101838.jpg,"72,200",2023 Porsche Cayenne,8,335,23.7,17,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne - Platinum Edition,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101839.jpg,"80,400",2023 Porsche Cayenne,8,335,23.7,19,23,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne - S,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101840.jpg,"90,900",2023 Porsche Cayenne,8,434,23.7,16,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne - S Platinum Edition,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101841.jpg,"95,100",2023 Porsche Cayenne,8,434,23.7,18,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne - GTS,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101842.jpg,"113,100",2023 Porsche Cayenne,8,453,23.7,15,19,5,Premium Unleaded,65.5,194.0,78.1,114.0
2023 Porsche Cayenne - Turbo,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101843.jpg,"135,900",2023 Porsche Cayenne,8,541,23.7,14,19,5,Premium Unleaded,65.9,194.0,78.1,114.0
2022 Porsche Cayenne - Base,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98552.jpg,"69,000",2022 Porsche Cayenne,8,335,23.7,17,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2022 Porsche Cayenne - S,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98553.jpg,"86,800",2022 Porsche Cayenne,8,434,23.7,16,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2022 Porsche Cayenne - GTS,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98554.jpg,"109,000",2022 Porsche Cayenne,8,453,23.7,15,19,5,Premium Unleaded,65.5,194.0,78.1,114.0
2022 Porsche Cayenne - Turbo,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98555.jpg,"129,900",2022 Porsche Cayenne,8,541,23.7,14,19,5,Premium Unleaded,65.9,194.0,78.1,114.0
2022 Porsche Cayenne - Platinum Edition,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-100301.jpg,"79,000",2022 Porsche Cayenne,8,335,23.7,19,23,5,Premium Unleaded,66.8,193.7,78.1,114.0
2022 Porsche Cayenne - S Platinum Edition,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-100302.jpg,"93,400",2022 Porsche Cayenne,8,434,23.7,18,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2021 Porsche Cayenne - Base,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95690.jpg,"67,500",2021 Porsche Cayenne,8,335,23.7,19,23,5,Premium Unleaded,66.8,193.7,78.1,114.0
2021 Porsche Cayenne - S,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95691.jpg,"85,100",2021 Porsche Cayenne,8,434,23.7,18,22,5,Premium Unleaded,66.8,193.7,78.1,114.0
2021 Porsche Cayenne - GTS,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95692.jpg,"107,300",2021 Porsche Cayenne,8,453,23.7,15,19,5,Premium Unleaded,65.5,194.0,78.1,114.0
