,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2018 Audi S5 - quattro Coupe,54600.0,8.0,354.0,15.3,21.0,30.0,4.0,53.9,184.7,72.7,108.8,2.0,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83306.jpg,2018 Audi S5,2018
2018 Audi S5 - quattro Cabriolet,62300.0,8.0,354.0,15.3,20.0,29.0,4.0,54.4,184.7,72.7,108.9,2.0,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83307.jpg,2018 Audi S5,2018
2018 Audi S5 - quattro Sportback,54400.0,8.0,354.0,15.3,21.0,30.0,5.0,54.5,187.1,72.6,111.2,2.0,img.autobytel.com/2018/audi/s5/2-550-oemexteriorfront1300-83308.jpg,2018 Audi S5,2018
2015 Audi S5 - (M6) quattro Coupe,52500.0,6.0,333.0,16.1,17.0,26.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74205.jpg,2015 Audi S5,2015
2015 Audi S5 - quattro Coupe,53900.0,7.0,333.0,16.1,18.0,28.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74206.jpg,2015 Audi S5,2015
2015 Audi S5 - quattro Cabriolet,60900.0,7.0,333.0,16.1,18.0,26.0,4.0,54.3,182.7,73.0,108.3,2.0,img.autobytel.com/2015/audi/s5/2-550-oemexteriorfront1300-74207.jpg,2015 Audi S5,2015
2014 Audi S5 - (M6) quattro Coupe,52000.0,6.0,333.0,16.1,17.0,26.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71451.jpg,2014 Audi S5,2014
2014 Audi S5 - quattro Coupe,53400.0,7.0,333.0,16.1,18.0,28.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71452.jpg,2014 Audi S5,2014
2014 Audi S5 - Premium Plus quattro Cabriolet,60400.0,7.0,333.0,16.1,18.0,26.0,4.0,54.3,182.7,73.0,108.3,2.0,img.autobytel.com/2014/audi/s5/2-550-oemexteriorfront-71453.jpg,2014 Audi S5,2014
2013 Audi S5 - Premium Plus (M6) quattro Coupe,50900.0,6.0,333.0,16.1,17.0,26.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68405.jpg,2013 Audi S5,2013
2013 Audi S5 - Premium Plus quattro Coupe,52300.0,7.0,333.0,16.1,18.0,28.0,4.0,53.9,182.7,73.0,108.3,2.0,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68406.jpg,2013 Audi S5,2013
2013 Audi S5 - Premium Plus quattro Cabriolet,59300.0,7.0,333.0,16.1,18.0,26.0,4.0,54.3,182.7,73.0,108.3,2.0,img.autobytel.com/2013/audi/s5/2-550-oemexteriorfront-68407.jpg,2013 Audi S5,2013
2012 Audi S5 - Premium Plus (M6) quattro Coupe,53900.0,6.0,354.0,16.9,14.0,22.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66350.jpg,2012 Audi S5,2012
2012 Audi S5 - Premium Plus (Tiptronic) quattro Coupe,55100.0,6.0,354.0,16.9,16.0,24.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66351.jpg,2012 Audi S5,2012
2012 Audi S5 - Premium Plus (S tronic) quattro Cabriolet,59300.0,7.0,333.0,16.9,17.0,26.0,4.0,54.3,182.5,73.0,108.3,2.0,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-66352.jpg,2012 Audi S5,2012
2012 Audi S5 - Special Edition (M6) quattro Coupe,68700.0,6.0,354.0,16.9,14.0,22.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-68190.jpg,2012 Audi S5,2012
2012 Audi S5 - Special Edition (Tiptronic) quattro Coupe,69900.0,6.0,354.0,16.9,16.0,24.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2012/audi/s5/2-550-oemexteriorfront-68191.jpg,2012 Audi S5,2012
2011 Audi S5 - (M6) quattro Coupe,53650.0,6.0,354.0,16.6,14.0,22.0,4.0,54.0,182.1,73.0,108.3,2.0,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63807.jpg,2011 Audi S5,2011
2011 Audi S5 - quattro Coupe,54850.0,6.0,354.0,16.6,16.0,24.0,4.0,54.0,182.1,73.0,108.3,2.0,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63808.jpg,2011 Audi S5,2011
2011 Audi S5 - quattro Cabriolet,59050.0,7.0,333.0,16.6,17.0,26.0,4.0,54.5,182.5,73.0,108.3,2.0,img.autobytel.com/2011/audi/s5/2-550-oemexteriorfront-63809.jpg,2011 Audi S5,2011
2010 Audi S5 - (M6) quattro Coupe,52400.0,6.0,354.0,16.6,14.0,22.0,4.0,54.0,182.1,73.0,108.3,2.0,img.autobytel.com/2010/audi/s5/2-550-oemexteriorfront-61421.jpg,2010 Audi S5,2010
2010 Audi S5 - quattro Cabriolet,58250.0,7.0,333.0,16.6,17.0,26.0,4.0,54.5,182.5,73.0,108.3,2.0,img.autobytel.com/2010/audi/s5/2-550-oemexteriorfront-61423.jpg,2010 Audi S5,2010
2009 Audi S5 - (M6),51400.0,6.0,354.0,16.6,14.0,22.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2009/audi/s5/2-550-oemexteriorfront-49862.jpg,2009 Audi S5,2009
2009 Audi S5 - (A6),52700.0,6.0,354.0,16.6,16.0,24.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2009/audi/s5/2-550-oemexteriorfront-61108.jpg,2009 Audi S5,2009
2008 Audi S5 - (M6),50500.0,6.0,354.0,16.6,14.0,21.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2008/audi/s5/2-550-threequartersview-46682.jpg,2008 Audi S5,2008
2008 Audi S5 - (A6),51800.0,6.0,354.0,16.6,16.0,22.0,4.0,53.9,182.5,73.0,108.3,2.0,img.autobytel.com/2008/audi/s5/2-550-threequartersview-60679.jpg,2008 Audi S5,2008
2023 Audi e-tron S - Premium Plus,88200.0,1.0,429.0,0.0,72.0,75.0,5.0,65.5,193.0,77.8,115.1,1.0,img.autobytel.com/2023/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-100631.jpg,2023 Audi e-tron S,2023
2023 Audi e-tron S - Premium Plus,88200.0,1.0,429.0,0.0,72.0,75.0,5.0,65.5,193.0,77.8,115.1,1.0,img.autobytel.com/2023/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-100631.jpg,2023 Audi e-tron S,2023
2022 Audi e-tron S - Premium Plus,84800.0,1.0,429.0,0.0,72.0,75.0,5.0,65.5,193.0,77.8,115.1,1.0,img.autobytel.com/2022/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-99371.jpg,2022 Audi e-tron S,2022
2022 Audi e-tron S - Premium Plus,84800.0,1.0,429.0,0.0,72.0,75.0,5.0,65.5,193.0,77.8,115.1,1.0,img.autobytel.com/2022/audi/e-tron-s/2-550-oem-exterior-34-front-right-facing1308-99371.jpg,2022 Audi e-tron S,2022
2023 Audi S3 - 2.0T Premium,46800.0,7.0,306.0,14.5,23.0,32.0,5.0,55.8,177.3,71.5,103.6,2.0,img.autobytel.com/2023/audi/s3/2-550-oem-exterior-front1300-100608.jpg,2023 Audi S3,2023
2022 Audi S3 - 2.0T Premium,45800.0,7.0,306.0,14.5,23.0,32.0,5.0,55.8,177.3,71.5,103.6,2.0,img.autobytel.com/2022/audi/s3/2-550-oem-exterior-front1300-97763.jpg,2022 Audi S3,2022
2020 Audi S3 - 2.0T S line Premium,43000.0,7.0,288.0,14.5,22.0,29.0,5.0,54.8,175.8,70.7,103.6,2.0,img.autobytel.com/2020/audi/s3/2-550-oemexteriorfront1300-92036.JPG,2020 Audi S3,2020
2019 Audi S3 - 2.0T Premium Plus,44500.0,7.0,288.0,14.5,22.0,29.0,5.0,54.8,175.8,70.7,103.6,2.0,img.autobytel.com/2019/audi/s3/2-550-oemexteriorfront1300-89672.jpg,2019 Audi S3,2019
2018 Audi S3 - 2.0T Premium Plus,43650.0,7.0,292.0,14.5,22.0,28.0,5.0,54.8,175.8,70.7,103.6,2.0,img.autobytel.com/2018/audi/s3/2-550-oemexteriorfront1300-83720.jpg,2018 Audi S3,2018
2018 Audi S3 - Tech,45550.0,7.0,292.0,14.5,22.0,28.0,5.0,54.8,175.8,70.7,103.6,2.0,img.autobytel.com/2018/audi/s3/2-550-oemexteriorfront1300-87985.jpg,2018 Audi S3,2018
2017 Audi S3 - 2.0T Premium Plus,42900.0,6.0,292.0,14.5,21.0,28.0,5.0,54.8,175.8,70.7,103.6,2.0,img.autobytel.com/2017/audi/s3/2-550-oemexteriorfront1300-81877.jpg,2017 Audi S3,2017
2015 Audi S3 - 2.0T Premium Plus,41100.0,6.0,292.0,14.5,23.0,31.0,5.0,54.8,175.9,70.7,103.6,2.0,img.autobytel.com/2015/audi/s3/3-550-091614%202015%20audi%20s3-75182.jpg,2015 Audi S3,2015
