,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2014 Audi R8 - 4.2 (S tronic) quattro Spyder,137500.0,7.0,430.0,21.1,14.0,23.0,2.0,49.0,174.4,75.0,104.3,2.0,img.autobytel.com/2014/audi/r8/3-550-060314%20audi%20r8%202014-70794.jpg,2014 Audi R8,2014
2014 Audi R8 - 5.2 (M6) quattro Spyder,164700.0,6.0,525.0,21.1,12.0,19.0,2.0,49.0,174.6,75.0,104.3,2.0,img.autobytel.com/2014/audi/r8/3-550-060314%20audi%20r8%202014-70795.jpg,2014 Audi R8,2014
2014 Audi R8 - 5.2 (S tronic) quattro Spyder,173800.0,7.0,525.0,21.1,13.0,22.0,2.0,49.0,174.6,75.0,104.3,2.0,img.autobytel.com/2014/audi/r8/3-550-060314%20audi%20r8%202014-70796.jpg,2014 Audi R8,2014
2012 Audi R8 - GT (R tronic) quattro Coupe,196800.0,6.0,560.0,19.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-65780.jpg,2012 Audi R8,2012
2012 Audi R8 - 4.2 (M6) quattro Coupe,114200.0,6.0,430.0,23.8,11.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66342.jpg,2012 Audi R8,2012
2012 Audi R8 - 4.2 (R tronic) quattro Coupe,123300.0,6.0,430.0,23.8,13.0,21.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66343.jpg,2012 Audi R8,2012
2012 Audi R8 - 5.2 (M6) quattro Coupe,149000.0,6.0,525.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66344.jpg,2012 Audi R8,2012
2012 Audi R8 - 5.2 (R tronic) quattro Coupe,158100.0,6.0,525.0,23.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66345.jpg,2012 Audi R8,2012
2012 Audi R8 - 4.2 (M6) quattro Spyder,127700.0,6.0,430.0,23.8,11.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66346.jpg,2012 Audi R8,2012
2012 Audi R8 - 4.2 (R tronic) quattro Spyder,136800.0,6.0,430.0,23.8,13.0,21.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66347.jpg,2012 Audi R8,2012
2012 Audi R8 - 5.2 (M6) quattro Spyder,162700.0,6.0,525.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66348.jpg,2012 Audi R8,2012
2012 Audi R8 - 5.2 (R-tronic) quattro Spyder,171800.0,6.0,525.0,23.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66349.jpg,2012 Audi R8,2012
2012 Audi R8 - GT (R tronic) quattro Spyder,210300.0,6.0,560.0,19.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-67746.jpg,2012 Audi R8,2012
2011 Audi R8 - 5.2 (M6) quattro Coupe,149000.0,6.0,525.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63707.jpg,2011 Audi R8,2011
2011 Audi R8 - 5.2 quattro Coupe,158100.0,6.0,525.0,23.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63708.jpg,2011 Audi R8,2011
2011 Audi R8 - 5.2 (M6) quattro Spyder,162700.0,6.0,525.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63709.jpg,2011 Audi R8,2011
2011 Audi R8 - 5.2 quattro Spyder,171800.0,6.0,525.0,23.8,13.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63710.jpg,2011 Audi R8,2011
2011 Audi R8 - 4.2 (M6) quattro Coupe,114200.0,6.0,430.0,23.8,11.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-64656.jpg,2011 Audi R8,2011
2011 Audi R8 - 4.2 quattro Coupe,123300.0,6.0,430.0,23.8,13.0,21.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-64657.jpg,2011 Audi R8,2011
2011 Audi R8 - 4.2 (M6) quattro Spyder,127700.0,6.0,430.0,23.8,11.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-65315.jpg,2011 Audi R8,2011
2011 Audi R8 - 4.2 quattro Spyder,136800.0,6.0,430.0,23.8,13.0,21.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-65316.jpg,2011 Audi R8,2011
2010 Audi R8 - 4.2 (M6),114200.0,6.0,420.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53109.jpg,2010 Audi R8,2010
2010 Audi R8 - 5.2 (M6),146000.0,6.0,525.0,23.8,12.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53143.jpg,2010 Audi R8,2010
2009 Audi R8 - (M6),114200.0,6.0,420.0,23.8,12.0,19.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2009/audi/r8/2-550-oemexteriorfront-49803.jpg,2009 Audi R8,2009
2009 Audi R8 - Base,123300.0,6.0,420.0,23.8,13.0,18.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2009/audi/r8/2-550-oemexteriorfront-49804.jpg,2009 Audi R8,2009
2008 Audi R8 - (M6),109000.0,6.0,420.0,23.8,13.0,20.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2008/audi/r8/2-550-oemexteriorfront-44491.jpg,2008 Audi R8,2008
2008 Audi R8 - Base,118000.0,6.0,420.0,23.8,13.0,18.0,2.0,49.3,174.5,75.0,104.3,2.0,img.autobytel.com/2008/audi/r8/2-550-oemexteriorfront-44492.jpg,2008 Audi R8,2008
2023 Audi e-tron - Premium,70800.0,1.0,355.0,0.0,78.0,79.0,5.0,65.5,193.0,76.2,115.3,1.0,img.autobytel.com/2023/audi/e-tron/2-550-oem-exterior-front1300-100624.jpg,2023 Audi e-tron,2023
2023 Audi e-tron - S line,74000.0,1.0,355.0,0.0,77.0,80.0,5.0,65.0,193.0,76.2,115.0,1.0,img.autobytel.com/550-no-img-avail.jpg,2023 Audi e-tron,2023
2022 Audi e-tron - Premium,65900.0,1.0,355.0,0.0,78.0,77.0,5.0,65.5,193.0,76.2,115.3,1.0,img.autobytel.com/2022/audi/e-tron/2-550-oem-exterior-front1300-97776.jpg,2022 Audi e-tron,2022
2022 Audi e-tron - S line,69100.0,1.0,355.0,0.0,76.0,78.0,5.0,65.0,193.0,76.2,115.0,1.0,img.autobytel.com/2022/audi/e-tron/2-550-oem-exterior-front1300-97777.jpg,2022 Audi e-tron,2022
2021 Audi e-tron - e-tron,65900.0,1.0,355.0,0.0,78.0,77.0,5.0,65.5,193.0,76.2,115.3,1.0,img.autobytel.com/2021/audi/e-tron/2-550-oem-exterior-front1300-94947.jpg,2021 Audi e-tron,2021
2021 Audi e-tron - e-tron Sportback,69100.0,1.0,355.0,0.0,76.0,78.0,5.0,65.0,193.0,76.2,115.0,1.0,img.autobytel.com/2021/audi/e-tron/2-550-oem-exterior-front1300-94948.jpg,2021 Audi e-tron,2021
2020 Audi e-tron - Premium Plus,77400.0,1.0,355.0,0.0,76.0,78.0,5.0,65.0,193.0,76.2,115.0,1.0,img.autobytel.com/2020/audi/e-tron/2-550-oem-exterior-front1300-94267.jpg,2020 Audi e-tron,2020
2019 Audi e-tron - Premium Plus,74800.0,1.0,355.0,0.0,74.0,73.0,5.0,65.5,193.0,76.3,115.3,1.0,img.autobytel.com/2019/audi/e-tron/2-550-oemexteriorfront1300-89880.jpg,2019 Audi e-tron,2019
2023 Audi A8 - L 55,87800.0,8.0,335.0,21.7,19.0,28.0,5.0,58.6,208.7,76.6,123.2,2.0,img.autobytel.com/2023/audi/a8/2-550-oem-exterior-front1300-100583.jpg,2023 Audi A8,2023
2022 Audi A8 - L 55,86500.0,8.0,335.0,21.7,19.0,28.0,5.0,58.6,208.7,76.6,123.2,2.0,img.autobytel.com/2022/audi/a8/2-550-oem-exterior-front1300-100384.jpg,2022 Audi A8,2022
2021 Audi A8 - 55,86500.0,8.0,335.0,21.7,17.0,26.0,5.0,58.6,208.7,76.6,123.2,2.0,img.autobytel.com/2021/audi/a8/2-550-oemexteriorfront1300-93898.JPG,2021 Audi A8,2021
2021 Audi A8 - 60,98900.0,8.0,453.0,21.7,15.0,23.0,5.0,58.5,208.7,76.6,123.1,2.0,img.autobytel.com/2021/audi/a8/2-550-oemexteriorfront1300-93899.JPG,2021 Audi A8,2021
2020 Audi A8 - 55,85200.0,8.0,335.0,21.7,17.0,26.0,5.0,58.5,208.7,76.6,123.1,2.0,img.autobytel.com/2020/audi/a8/2-550-oemexteriorfront1300-93545.JPG,2020 Audi A8,2020
2020 Audi A8 - 60,96800.0,8.0,453.0,21.7,15.0,23.0,5.0,58.5,208.7,76.6,123.1,2.0,img.autobytel.com/2020/audi/a8/2-550-oemexteriorfront1300-93546.JPG,2020 Audi A8,2020
2019 Audi A8 - 55,83800.0,8.0,335.0,21.7,19.0,27.0,5.0,58.5,208.7,76.6,123.1,2.0,img.autobytel.com/2019/audi/a8/2-550-oemexteriorfront1300-88512.jpg,2019 Audi A8,2019
2019 Audi A8 - 60,96800.0,8.0,460.0,21.7,15.0,23.0,5.0,58.5,208.7,76.6,123.1,2.0,img.autobytel.com/2019/audi/a8/2-550-oemexteriorfront1300-91797.JPG,2019 Audi A8,2019
2018 Audi A8 - 3.0T,82500.0,8.0,333.0,21.7,19.0,29.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2018/audi/a8/2-550-oemexteriorfront1300-83702.jpg,2018 Audi A8,2018
2018 Audi A8 - 4.0T Sport,92000.0,8.0,450.0,21.7,16.0,26.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2018/audi/a8/2-550-oemexteriorfront1300-83703.jpg,2018 Audi A8,2018
2015 Audi A8 - 3.0T quattro Long Wheelbase Sedan,81400.0,8.0,333.0,21.7,19.0,29.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73791.jpg,2015 Audi A8,2015
2015 Audi A8 - 4.0T quattro Long Wheelbase Sedan,90400.0,8.0,435.0,21.7,18.0,29.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73792.jpg,2015 Audi A8,2015
2015 Audi A8 - 3.0 TDI (Tiptronic) quattro Long Wheelbase Sedan,85100.0,8.0,240.0,21.7,24.0,36.0,5.0,57.9,207.4,76.7,122.9,0.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73793.jpg,2015 Audi A8,2015
2015 Audi A8 - W12 6.3 (Tiptronic) quattro Long Wheelbase Sedan,137900.0,8.0,500.0,21.7,14.0,22.0,4.0,57.9,207.3,76.7,122.9,2.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73794.jpg,2015 Audi A8,2015
2015 Audi A8 - 3.0T quattro Sedan,77400.0,8.0,333.0,21.7,19.0,29.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73795.jpg,2015 Audi A8,2015
2015 Audi A8 - 4.0T quattro Sedan,86400.0,8.0,435.0,21.7,18.0,30.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73796.jpg,2015 Audi A8,2015
2014 Audi A8 - 3.0T quattro Long Wheelbase Sedan,78800.0,8.0,333.0,23.8,18.0,28.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71266.jpg,2014 Audi A8,2014
2014 Audi A8 - 4.0T quattro Long Wheelbase Sedan,87600.0,8.0,420.0,23.8,16.0,26.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71267.jpg,2014 Audi A8,2014
2014 Audi A8 - W12 6.3 quattro Long Wheelbase Sedan,135900.0,8.0,500.0,23.8,13.0,21.0,4.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2014/audi/a8/2-550-threequartersview101-71268.jpg,2014 Audi A8,2014
2014 Audi A8 - 4.0T quattro Sedan,83900.0,8.0,420.0,23.8,17.0,28.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71270.jpg,2014 Audi A8,2014
2013 Audi A8 - 3.0T quattro Long Wheelbase Sedan,78500.0,8.0,333.0,23.8,18.0,28.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-68316.jpg,2013 Audi A8,2013
2013 Audi A8 - 3.0T quattro Sedan,72200.0,8.0,333.0,23.8,18.0,28.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-68317.jpg,2013 Audi A8,2013
2013 Audi A8 - 4.0T quattro Long Wheelbase Sedan,87200.0,8.0,420.0,23.8,16.0,26.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-69752.jpg,2013 Audi A8,2013
2013 Audi A8 - 4.0T quattro Sedan,80900.0,8.0,420.0,23.8,17.0,28.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-69753.jpg,2013 Audi A8,2013
2012 Audi A8 - W12 6.3 quattro Long Wheelbase Sedan,133500.0,8.0,500.0,23.8,14.0,21.0,4.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-65779.jpg,2012 Audi A8,2012
2012 Audi A8 - 4.2 quattro Long Wheelbase Sedan,84700.0,8.0,372.0,23.8,18.0,28.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-66330.jpg,2012 Audi A8,2012
2012 Audi A8 - quattro Sedan,78750.0,8.0,372.0,23.8,18.0,28.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-66331.jpg,2012 Audi A8,2012
2011 Audi A8 - quattro Long Wheelbase Sedan,84000.0,8.0,372.0,23.8,17.0,27.0,5.0,57.9,207.4,76.7,122.9,2.0,img.autobytel.com/2011/audi/a8/2-550-oemexteriorfront-64278.jpg,2011 Audi A8,2011
2011 Audi A8 - quattro Sedan,78050.0,8.0,372.0,23.8,17.0,27.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2011/audi/a8/2-550-oemexteriorfront-64279.jpg,2011 Audi A8,2011
2010 Audi A8 - quattro Long Wheelbase Sedan,79900.0,6.0,350.0,23.8,16.0,23.0,5.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2010/audi/a8/2-550-oemexteriorfront-61414.jpg,2010 Audi A8,2010
2010 Audi A8 - quattro Sedan,76000.0,6.0,350.0,23.8,16.0,23.0,5.0,56.9,199.3,74.6,115.9,2.0,img.autobytel.com/2010/audi/a8/2-550-oemexteriorfront-61415.jpg,2010 Audi A8,2010
2008 Audi A8 - quattro Sedan,70690.0,6.0,350.0,23.8,16.0,23.0,5.0,56.9,199.3,74.6,115.9,2.0,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45832.jpg,2008 Audi A8,2008
2008 Audi A8 - L 4.2 quattro Long Wheelbase Sedan,74690.0,6.0,350.0,23.8,16.0,23.0,5.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45856.jpg,2008 Audi A8,2008
2008 Audi A8 - W12 quattro Long Wheelbase Sedan,120100.0,6.0,450.0,23.8,15.0,21.0,4.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45857.jpg,2008 Audi A8,2008
2007 Audi A8 - quattro Sedan,68900.0,6.0,350.0,23.8,18.0,25.0,5.0,56.9,199.3,74.6,115.9,2.0,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42927.jpg,2007 Audi A8,2007
2007 Audi A8 - L 4.2 quattro Long Wheelbase Sedan,72900.0,6.0,350.0,23.8,18.0,25.0,5.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42942.jpg,2007 Audi A8,2007
2007 Audi A8 - W12 quattro Long Wheelbase Sedan,119350.0,6.0,450.0,23.8,14.0,21.0,4.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42943.jpg,2007 Audi A8,2007
2006 Audi A8 - Quattro Sedan,68130.0,6.0,335.0,23.8,17.0,24.0,5.0,56.9,199.3,74.6,115.9,2.0,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40175.jpg,2006 Audi A8,2006
2006 Audi A8 - L 4.2 Quattro Long Wheelbase Sedan,72090.0,6.0,335.0,23.8,17.0,24.0,5.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40477.jpg,2006 Audi A8,2006
2006 Audi A8 - W12 Quattro Long Wheelbase Sedan,118190.0,6.0,450.0,23.8,15.0,21.0,4.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40478.jpg,2006 Audi A8,2006
2005 Audi A8 - Quattro Sedan,66590.0,6.0,335.0,23.8,18.0,24.0,5.0,56.9,198.9,74.6,115.9,2.0,img.autobytel.com/2005/audi/a8/2-550-oemexteriorfront-37402.jpg,2005 Audi A8,2005
2005 Audi A8 - W12 Quattro Long Wheelbase Sedan,117400.0,6.0,450.0,23.8,15.0,21.0,4.0,57.3,204.4,74.6,121.0,2.0,img.autobytel.com/2005/audi/a8/2-550-oemexteriorfront-39056.jpg,2005 Audi A8,2005
2004 Audi A8 - Base,68500.0,6.0,330.0,23.8,17.0,24.0,5.0,57.3,204.0,74.6,121.1,2.0,img.autobytel.com/2004/audi/a8/2-550-oemexteriorfront-31317.jpg,2004 Audi A8,2004
2003 Audi A8 - Quattro Sedan,62200.0,5.0,310.0,23.7,17.0,24.0,5.0,56.6,198.2,79.0,113.4,2.0,img.autobytel.com/2003/audi/a8/2-550-oemexteriorview-25144.jpg,2003 Audi A8,2003
2003 Audi A8 - Quattro Long Wheelbase Sedan,67200.0,5.0,310.0,24.2,17.0,24.0,5.0,56.6,203.3,79.0,118.5,2.0,img.autobytel.com/2003/audi/a8/2-550-oemexteriorview-25145.jpg,2003 Audi A8,2003
2002 Audi A8 - Quattro Sedan,62200.0,5.0,310.0,23.7,17.0,25.0,5.0,56.6,198.2,79.0,113.4,2.0,img.autobytel.com/2002/audi/a8/2-550-oemexteriorview-24156.jpg,2002 Audi A8,2002
2002 Audi A8 - Quattro Long Wheelbase Sedan,67200.0,5.0,310.0,24.2,17.0,25.0,5.0,56.6,203.3,79.0,118.5,2.0,img.autobytel.com/2002/audi/a8/2-550-oemexteriorview-24157.jpg,2002 Audi A8,2002
2001 Audi A8 - Quattro Sedan,62200.0,5.0,310.0,23.7,17.0,25.0,5.0,56.6,198.2,79.0,113.4,2.0,img.autobytel.com/2001/audi/a8/2-550-oemexteriorview-56662.jpg,2001 Audi A8,2001
2001 Audi A8 - Quattro Long Wheelbase Sedan,67900.0,5.0,310.0,24.2,17.0,25.0,5.0,56.6,203.3,79.0,118.5,2.0,img.autobytel.com/2001/audi/a8/2-550-threequartersview-56663.jpg,2001 Audi A8,2001
2000 Audi A8 - Quattro Sedan,62000.0,5.0,310.0,23.7,17.0,24.0,5.0,56.6,198.2,79.0,113.4,2.0,img.autobytel.com/2000/audi/a8/2-550-oemexteriorview-55157.jpg,2000 Audi A8,2000
2000 Audi A8 - Quattro Long Wheelbase Sedan,67900.0,5.0,310.0,24.2,17.0,24.0,5.0,56.6,203.3,79.0,118.5,2.0,img.autobytel.com/2000/audi/a8/2-550-oemexteriorview-55158.jpg,2000 Audi A8,2000
1999 Audi A8 - FWD,57400.0,5.0,230.0,23.7,17.0,26.0,5.0,56.7,198.2,74.0,113.0,2.0,img.autobytel.com/1999/audi/a8/2-550-oemexteriorview-53665.jpg,1999 Audi A8,1999
1999 Audi A8 - AWD,65000.0,5.0,300.0,23.7,17.0,25.0,5.0,56.7,198.2,74.0,113.0,2.0,img.autobytel.com/1999/audi/a8/2-550-oemexteriorview-53666.jpg,1999 Audi A8,1999
2023 Audi A4 - 40,40300.0,7.0,201.0,15.3,24.0,33.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2023/audi/a4/2-550-oem-exterior-front1300-100578.jpg,2023 Audi A4,2023
2023 Audi A4 - 45 S line,42400.0,7.0,261.0,15.3,24.0,32.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2023/audi/a4/2-550-oem-exterior-front1300-100579.jpg,2023 Audi A4,2023
2022 Audi A4 - 40,39900.0,7.0,201.0,15.3,26.0,34.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2022/audi/a4/2-550-oem-exterior-front1300-97735.jpg,2022 Audi A4,2022
2022 Audi A4 - 45 S line,42000.0,7.0,261.0,15.3,24.0,31.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2022/audi/a4/2-550-oem-exterior-front1300-97736.jpg,2022 Audi A4,2022
2021 Audi A4 - 40,39100.0,7.0,201.0,15.3,24.0,31.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2021/audi/a4/2-550-oem-exterior-front1300-93893.jpg,2021 Audi A4,2021
2021 Audi A4 - 45,40900.0,7.0,261.0,15.3,24.0,31.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2021/audi/a4/2-550-oem-exterior-front1300-93894.jpg,2021 Audi A4,2021
2020 Audi A4 - FWD Sedan,37400.0,7.0,188.0,15.3,27.0,35.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2020/audi/a4/2-550-oemexteriorfront1300-93644.JPG,2020 Audi A4,2020
2020 Audi A4 - quattro Sedan with S tronic,40900.0,7.0,248.0,15.3,24.0,32.0,5.0,56.2,187.5,72.7,111.0,2.0,img.autobytel.com/2020/audi/a4/2-550-oemexteriorfront1300-93645.JPG,2020 Audi A4,2020
2019 Audi A4 - FWD Sedan,37400.0,7.0,188.0,15.3,27.0,34.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2019/audi/a4/2-550-oemexteriorfront1300-89663.jpg,2019 Audi A4,2019
2019 Audi A4 - quattro Sedan with S tronic,42000.0,7.0,248.0,15.3,23.0,34.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2019/audi/a4/2-550-oemexteriorfront1300-89664.jpg,2019 Audi A4,2019
2019 Audi A4 - Titanium FWD Sedan,39200.0,7.0,188.0,15.3,27.0,34.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2019/audi/a4/2-550-threequartersview101-90470.jpg,2019 Audi A4,2019
2018 Audi A4 - FWD Sedan,36000.0,7.0,190.0,15.3,27.0,37.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83695.jpg,2018 Audi A4,2018
2018 Audi A4 - (S tronic) quattro Sedan,40500.0,7.0,252.0,15.3,24.0,34.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83696.jpg,2018 Audi A4,2018
2018 Audi A4 - (M6) quattro Sedan,40500.0,6.0,252.0,15.3,24.0,33.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83697.jpg,2018 Audi A4,2018
2018 Audi A4 - Tech FWD Sedan,38700.0,7.0,190.0,15.3,27.0,37.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87977.jpg,2018 Audi A4,2018
2018 Audi A4 - Tech (S tronic) quattro Sedan,43200.0,7.0,252.0,15.3,24.0,34.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87978.jpg,2018 Audi A4,2018
2018 Audi A4 - Tech (M6) quattro Sedan,43200.0,6.0,252.0,15.3,24.0,33.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87979.jpg,2018 Audi A4,2018
2017 Audi A4 - FWD Sedan w/o Sunroof,37300.0,7.0,252.0,15.3,25.0,33.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-79947.jpg,2017 Audi A4,2017
2017 Audi A4 - quattro Sedan with S tronic,39400.0,7.0,252.0,15.3,24.0,31.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-79948.jpg,2017 Audi A4,2017
2017 Audi A4 - ultra FWD Sedan,34900.0,7.0,190.0,15.3,27.0,37.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-81832.jpg,2017 Audi A4,2017
2017 Audi A4 - (M6) quattro Sedan,39400.0,6.0,252.0,15.3,24.0,33.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-82738.jpg,2017 Audi A4,2017
2017 Audi A4 - Season of Audi ultra FWD Sedan,37850.0,7.0,190.0,15.3,27.0,37.0,5.0,56.2,186.1,72.5,111.0,2.0,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-82860.jpg,2017 Audi A4,2017
2016 Audi A4 - FrontTrak FrontTrak Sedan,35900.0,0.0,220.0,16.1,24.0,31.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77047.jpg,2016 Audi A4,2016
2016 Audi A4 - (M6) quattro Sedan,37000.0,6.0,220.0,16.1,22.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77048.jpg,2016 Audi A4,2016
2016 Audi A4 - (Tiptronic) quattro Sedan,38000.0,8.0,220.0,16.1,21.0,30.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77049.jpg,2016 Audi A4,2016
